"","cell_ID","cell_types"
"c_1_51_1891","c_1_51_1891","Acinar.1"
"c_1_51_2244","c_1_51_2244","Acinar.1"
"c_1_51_2365","c_1_51_2365","Acinar.1"
"c_1_51_3","c_1_51_3","Acinar.1"
"c_1_51_42","c_1_51_42","Acinar.1"
"c_1_52_102","c_1_52_102","Acinar.1"
"c_1_52_1233","c_1_52_1233","Ductal"
"c_1_52_1615","c_1_52_1615","Acinar.1"
"c_1_52_320","c_1_52_320","Acinar.1"
"c_1_52_581","c_1_52_581","Acinar.2"
"c_1_53_1459","c_1_53_1459","Acinar.1"
"c_1_53_2457","c_1_53_2457","Quiescent stellate"
"c_1_54_108","c_1_54_108","Quiescent stellate"
"c_1_54_1105","c_1_54_1105","Acinar.1"
"c_1_54_1181","c_1_54_1181","Quiescent stellate"
"c_1_54_2251","c_1_54_2251","Acinar.1"
"c_1_54_385","c_1_54_385","Acinar.1"
"c_1_54_714","c_1_54_714","Acinar.2"
"c_1_55_2808","c_1_55_2808","Acinar.1"
"c_1_56_2740","c_1_56_2740","Acinar.1"
"c_1_56_344","c_1_56_344","Acinar.1"
"c_1_56_37","c_1_56_37","Alpha cells"
"c_1_56_625","c_1_56_625","Acinar.1"
"c_1_56_647","c_1_56_647","Acinar.1"
"c_1_56_953","c_1_56_953","Acinar.1"
"c_1_56_996","c_1_56_996","Acinar.1"
"c_1_57_1401","c_1_57_1401","Acinar.1"
"c_1_57_2826","c_1_57_2826","Acinar.1"
"c_1_57_2842","c_1_57_2842","Acinar.1"
"c_1_58_12","c_1_58_12","Acinar.1"
"c_1_58_1798","c_1_58_1798","Acinar.1"
"c_1_58_1833","c_1_58_1833","Acinar.1"
"c_1_58_2675","c_1_58_2675","Acinar.1"
"c_1_58_638","c_1_58_638","Acinar.1"
"c_1_58_820","c_1_58_820","Acinar.1"
"c_1_59_2693","c_1_59_2693","Ductal"
"c_1_59_320","c_1_59_320","Ductal"
"c_1_60_1164","c_1_60_1164","Ductal"
"c_1_60_1250","c_1_60_1250","Acinar.1"
"c_1_60_1619","c_1_60_1619","Quiescent stellate"
"c_1_60_1753","c_1_60_1753","Acinar.1"
"c_1_60_2032","c_1_60_2032","Acinar.1"
"c_1_61_1233","c_1_61_1233","Acinar.1"
"c_1_61_1875","c_1_61_1875","Beta cells"
"c_1_61_2037","c_1_61_2037","Alpha cells"
"c_1_61_2154","c_1_61_2154","Acinar.1"
"c_1_61_2472","c_1_61_2472","Acinar.1"
"c_1_61_400","c_1_61_400","Acinar.1"
"c_1_62_1283","c_1_62_1283","Acinar.1"
"c_1_62_1605","c_1_62_1605","Acinar.2"
"c_1_62_1820","c_1_62_1820","Acinar.1"
"c_1_62_470","c_1_62_470","Acinar.1"
"c_1_63_1003","c_1_63_1003","Acinar.1"
"c_1_63_2072","c_1_63_2072","Acinar.1"
"c_1_63_606","c_1_63_606","Acinar.1"
"c_1_64_1452","c_1_64_1452","Acinar.1"
"c_1_64_2661","c_1_64_2661","Acinar.1"
"c_1_64_629","c_1_64_629","Quiescent stellate"
"c_1_65_1415","c_1_65_1415","Ductal"
"c_1_65_868","c_1_65_868","Ductal"
"c_1_65_920","c_1_65_920","Acinar.1"
"c_1_66_109","c_1_66_109","Acinar.1"
"c_1_66_1499","c_1_66_1499","Beta cells"
"c_1_66_1531","c_1_66_1531","Acinar.1"
"c_1_66_2511","c_1_66_2511","Acinar.1"
"c_1_66_801","c_1_66_801","Acinar.1"
"c_1_67_1399","c_1_67_1399","Acinar.2"
"c_1_67_1547","c_1_67_1547","Acinar.1"
"c_1_67_1913","c_1_67_1913","Acinar.1"
"c_1_67_2503","c_1_67_2503","Acinar.1"
"c_1_68_1868","c_1_68_1868","Ductal"
"c_1_68_2268","c_1_68_2268","Acinar.1"
"c_1_68_853","c_1_68_853","Acinar.2"
"c_1_51_1289","c_1_51_1289","Active stellate"
"c_1_51_2078","c_1_51_2078","Acinar.1"
"c_1_52_1539","c_1_52_1539","Acinar.1"
"c_1_52_2588","c_1_52_2588","Ductal"
"c_1_52_2840","c_1_52_2840","Beta cells"
"c_1_52_949","c_1_52_949","Acinar.2"
"c_1_54_225","c_1_54_225","Quiescent stellate"
"c_1_55_287","c_1_55_287","Acinar.1"
"c_1_56_1373","c_1_56_1373","Ductal"
"c_1_56_1812","c_1_56_1812","Ductal"
"c_1_56_2371","c_1_56_2371","Acinar.1"
"c_1_57_1403","c_1_57_1403","Ductal"
"c_1_57_1505","c_1_57_1505","Acinar.1"
"c_1_58_104","c_1_58_104","Acinar.1"
"c_1_58_465","c_1_58_465","Acinar.1"
"c_1_58_6","c_1_58_6","Acinar.1"
"c_1_59_159","c_1_59_159","Acinar.2"
"c_1_59_1749","c_1_59_1749","Acinar.1"
"c_1_59_1912","c_1_59_1912","Acinar.2"
"c_1_59_2342","c_1_59_2342","Acinar.1"
"c_1_60_2294","c_1_60_2294","Acinar.1"
"c_1_60_2337","c_1_60_2337","Acinar.1"
"c_1_61_183","c_1_61_183","Acinar.1"
"c_1_61_2414","c_1_61_2414","Acinar.1"
"c_1_63_1367","c_1_63_1367","Acinar.1"
"c_1_63_2226","c_1_63_2226","Ductal"
"c_1_63_896","c_1_63_896","Acinar.1"
"c_1_64_1247","c_1_64_1247","Acinar.1"
"c_1_64_2356","c_1_64_2356","Acinar.1"
"c_1_65_1145","c_1_65_1145","Acinar.1"
"c_1_65_1789","c_1_65_1789","Acinar.1"
"c_1_66_1016","c_1_66_1016","Beta cells"
"c_1_66_1326","c_1_66_1326","Ductal"
"c_1_66_1778","c_1_66_1778","Acinar.1"
"c_1_66_2247","c_1_66_2247","Acinar.1"
"c_1_66_2321","c_1_66_2321","Acinar.1"
"c_1_66_408","c_1_66_408","Quiescent stellate"
"c_1_66_669","c_1_66_669","Acinar.1"
"c_1_67_2121","c_1_67_2121","Acinar.1"
"c_1_68_1021","c_1_68_1021","Acinar.1"
"c_1_68_132","c_1_68_132","Ductal"
"c_1_68_2420","c_1_68_2420","Ductal"
"c_1_68_2560","c_1_68_2560","Acinar.1"
"c_1_68_2565","c_1_68_2565","Acinar.1"
"c_1_68_682","c_1_68_682","Acinar.1"
"c_1_51_1490","c_1_51_1490","Macrophage"
"c_1_51_1764","c_1_51_1764","Acinar.1"
"c_1_51_30","c_1_51_30","Acinar.1"
"c_1_51_741","c_1_51_741","Acinar.1"
"c_1_52_1785","c_1_52_1785","Ductal"
"c_1_52_365","c_1_52_365","Acinar.1"
"c_1_52_930","c_1_52_930","Acinar.1"
"c_1_53_2494","c_1_53_2494","Acinar.1"
"c_1_53_2539","c_1_53_2539","Quiescent stellate"
"c_1_53_2819","c_1_53_2819","Acinar.1"
"c_1_54_1479","c_1_54_1479","Acinar.1"
"c_1_54_2263","c_1_54_2263","Ductal"
"c_1_54_478","c_1_54_478","Acinar.1"
"c_1_55_174","c_1_55_174","Acinar.1"
"c_1_55_2953","c_1_55_2953","Acinar.1"
"c_1_56_1792","c_1_56_1792","Ductal"
"c_1_57_1361","c_1_57_1361","Acinar.1"
"c_1_57_2898","c_1_57_2898","Acinar.1"
"c_1_57_2901","c_1_57_2901","Acinar.1"
"c_1_57_941","c_1_57_941","Acinar.1"
"c_1_58_1257","c_1_58_1257","Acinar.1"
"c_1_58_2696","c_1_58_2696","Acinar.1"
"c_1_59_1241","c_1_59_1241","Quiescent stellate"
"c_1_59_2554","c_1_59_2554","Beta cells"
"c_1_60_1203","c_1_60_1203","Quiescent stellate"
"c_1_60_1360","c_1_60_1360","Ductal"
"c_1_60_452","c_1_60_452","Acinar.1"
"c_1_61_1625","c_1_61_1625","Acinar.1"
"c_1_61_552","c_1_61_552","Acinar.1"
"c_1_61_820","c_1_61_820","Macrophage"
"c_1_62_1550","c_1_62_1550","Quiescent stellate"
"c_1_62_1689","c_1_62_1689","Acinar.1"
"c_1_62_1690","c_1_62_1690","Quiescent stellate"
"c_1_62_1691","c_1_62_1691","Acinar.1"
"c_1_62_2313","c_1_62_2313","Acinar.1"
"c_1_62_905","c_1_62_905","Active stellate"
"c_1_63_1647","c_1_63_1647","Acinar.2"
"c_1_63_27","c_1_63_27","Acinar.1"
"c_1_64_1300","c_1_64_1300","Acinar.1"
"c_1_64_1881","c_1_64_1881","Acinar.1"
"c_1_64_2203","c_1_64_2203","Acinar.2"
"c_1_64_32","c_1_64_32","Acinar.2"
"c_1_65_1260","c_1_65_1260","Ductal"
"c_1_65_1748","c_1_65_1748","Acinar.1"
"c_1_67_327","c_1_67_327","Acinar.1"
"c_1_68_359","c_1_68_359","Acinar.1"
"c_1_51_1571","c_1_51_1571","Acinar.1"
"c_1_52_1015","c_1_52_1015","Acinar.1"
"c_1_52_2059","c_1_52_2059","Acinar.2"
"c_1_52_2139","c_1_52_2139","Acinar.1"
"c_1_52_276","c_1_52_276","Acinar.1"
"c_1_53_2659","c_1_53_2659","Quiescent stellate"
"c_1_54_2253","c_1_54_2253","Ductal"
"c_1_55_1208","c_1_55_1208","Acinar.1"
"c_1_56_1981","c_1_56_1981","Acinar.1"
"c_1_56_2271","c_1_56_2271","Ductal"
"c_1_57_1283","c_1_57_1283","Acinar.1"
"c_1_57_2855","c_1_57_2855","Acinar.1"
"c_1_57_343","c_1_57_343","Acinar.1"
"c_1_57_509","c_1_57_509","Acinar.1"
"c_1_59_1114","c_1_59_1114","Acinar.1"
"c_1_59_2707","c_1_59_2707","Acinar.2"
"c_1_59_647","c_1_59_647","Acinar.1"
"c_1_59_897","c_1_59_897","Acinar.1"
"c_1_60_1044","c_1_60_1044","Acinar.1"
"c_1_60_1085","c_1_60_1085","Quiescent stellate"
"c_1_60_2186","c_1_60_2186","Acinar.1"
"c_1_60_540","c_1_60_540","Ductal"
"c_1_61_1696","c_1_61_1696","Acinar.1"
"c_1_61_2264","c_1_61_2264","Acinar.1"
"c_1_61_456","c_1_61_456","Ductal"
"c_1_61_527","c_1_61_527","Ductal"
"c_1_62_769","c_1_62_769","Acinar.1"
"c_1_62_799","c_1_62_799","Quiescent stellate"
"c_1_63_1545","c_1_63_1545","Acinar.1"
"c_1_63_241","c_1_63_241","Acinar.1"
"c_1_64_110","c_1_64_110","Acinar.1"
"c_1_64_2865","c_1_64_2865","Acinar.1"
"c_1_64_313","c_1_64_313","Acinar.1"
"c_1_64_652","c_1_64_652","Acinar.2"
"c_1_66_1004","c_1_66_1004","Ductal"
"c_1_66_1386","c_1_66_1386","Acinar.1"
"c_1_66_1622","c_1_66_1622","Acinar.1"
"c_1_66_1668","c_1_66_1668","Acinar.1"
"c_1_67_434","c_1_67_434","Acinar.1"
"c_1_67_556","c_1_67_556","Macrophage"
"c_1_68_1115","c_1_68_1115","Ductal"
"c_1_68_1628","c_1_68_1628","Ductal"
"c_1_68_2447","c_1_68_2447","Acinar.1"
"c_1_51_1061","c_1_51_1061","Quiescent stellate"
"c_1_51_1653","c_1_51_1653","Acinar.1"
"c_1_51_2111","c_1_51_2111","Ductal"
"c_1_51_326","c_1_51_326","Acinar.1"
"c_1_51_569","c_1_51_569","Acinar.1"
"c_1_52_15","c_1_52_15","Acinar.1"
"c_1_53_1994","c_1_53_1994","Acinar.1"
"c_1_53_2538","c_1_53_2538","Acinar.1"
"c_1_54_1287","c_1_54_1287","Acinar.1"
"c_1_54_1366","c_1_54_1366","Acinar.1"
"c_1_54_1514","c_1_54_1514","Acinar.1"
"c_1_54_1989","c_1_54_1989","Acinar.1"
"c_1_54_2063","c_1_54_2063","Acinar.1"
"c_1_54_2074","c_1_54_2074","Acinar.1"
"c_1_54_2215","c_1_54_2215","Ductal"
"c_1_54_2521","c_1_54_2521","Acinar.2"
"c_1_54_808","c_1_54_808","Acinar.1"
"c_1_54_961","c_1_54_961","Acinar.1"
"c_1_55_1080","c_1_55_1080","Acinar.1"
"c_1_55_2265","c_1_55_2265","Acinar.1"
"c_1_56_2305","c_1_56_2305","Acinar.1"
"c_1_56_2770","c_1_56_2770","Acinar.1"
"c_1_56_311","c_1_56_311","Acinar.1"
"c_1_57_1200","c_1_57_1200","Acinar.1"
"c_1_57_1261","c_1_57_1261","Acinar.1"
"c_1_57_1397","c_1_57_1397","Acinar.1"
"c_1_57_2107","c_1_57_2107","Acinar.1"
"c_1_57_2112","c_1_57_2112","Acinar.1"
"c_1_57_2344","c_1_57_2344","Acinar.1"
"c_1_57_2485","c_1_57_2485","Acinar.1"
"c_1_58_1925","c_1_58_1925","Acinar.1"
"c_1_58_2038","c_1_58_2038","Ductal"
"c_1_58_2307","c_1_58_2307","Acinar.1"
"c_1_58_471","c_1_58_471","Quiescent stellate"
"c_1_58_782","c_1_58_782","Quiescent stellate"
"c_1_58_865","c_1_58_865","Acinar.1"
"c_1_60_42","c_1_60_42","Acinar.1"
"c_1_60_527","c_1_60_527","Acinar.1"
"c_1_60_558","c_1_60_558","Acinar.1"
"c_1_60_998","c_1_60_998","Acinar.1"
"c_1_61_1013","c_1_61_1013","Acinar.1"
"c_1_61_1241","c_1_61_1241","Acinar.1"
"c_1_61_1639","c_1_61_1639","Acinar.1"
"c_1_61_1675","c_1_61_1675","Acinar.1"
"c_1_61_1887","c_1_61_1887","Acinar.1"
"c_1_61_2270","c_1_61_2270","Acinar.1"
"c_1_61_2438","c_1_61_2438","Ductal"
"c_1_61_585","c_1_61_585","Acinar.2"
"c_1_61_697","c_1_61_697","Acinar.1"
"c_1_62_1095","c_1_62_1095","Acinar.1"
"c_1_62_2051","c_1_62_2051","Acinar.1"
"c_1_63_127","c_1_63_127","Quiescent stellate"
"c_1_63_2046","c_1_63_2046","Acinar.1"
"c_1_63_2122","c_1_63_2122","Acinar.1"
"c_1_63_2309","c_1_63_2309","Acinar.1"
"c_1_63_298","c_1_63_298","Acinar.2"
"c_1_63_994","c_1_63_994","Acinar.1"
"c_1_64_1399","c_1_64_1399","Acinar.1"
"c_1_64_1689","c_1_64_1689","Ductal"
"c_1_64_1817","c_1_64_1817","Acinar.1"
"c_1_64_193","c_1_64_193","Acinar.1"
"c_1_64_240","c_1_64_240","Acinar.1"
"c_1_64_410","c_1_64_410","Acinar.2"
"c_1_65_2039","c_1_65_2039","Acinar.1"
"c_1_65_2661","c_1_65_2661","Acinar.2"
"c_1_65_511","c_1_65_511","Acinar.1"
"c_1_65_555","c_1_65_555","Acinar.1"
"c_1_65_645","c_1_65_645","Acinar.1"
"c_1_65_799","c_1_65_799","Acinar.1"
"c_1_65_973","c_1_65_973","Acinar.1"
"c_1_66_1096","c_1_66_1096","Acinar.1"
"c_1_66_1690","c_1_66_1690","Acinar.1"
"c_1_66_1731","c_1_66_1731","Acinar.1"
"c_1_66_2362","c_1_66_2362","Acinar.1"
"c_1_66_2467","c_1_66_2467","Acinar.2"
"c_1_67_1034","c_1_67_1034","Acinar.1"
"c_1_67_1819","c_1_67_1819","Acinar.1"
"c_1_67_30","c_1_67_30","Acinar.1"
"c_1_67_396","c_1_67_396","Acinar.1"
"c_1_67_6","c_1_67_6","Acinar.1"
"c_1_68_1831","c_1_68_1831","Acinar.1"
"c_1_68_2054","c_1_68_2054","Acinar.1"
"c_1_68_2496","c_1_68_2496","Acinar.1"
"c_1_68_2688","c_1_68_2688","Acinar.1"
"c_1_68_2717","c_1_68_2717","Acinar.2"
"c_1_68_334","c_1_68_334","Acinar.1"
"c_1_68_586","c_1_68_586","Acinar.1"
"c_1_51_2465","c_1_51_2465","Ductal"
"c_1_51_2626","c_1_51_2626","Acinar.1"
"c_1_51_323","c_1_51_323","Macrophage"
"c_1_51_753","c_1_51_753","Acinar.2"
"c_1_52_1083","c_1_52_1083","Acinar.1"
"c_1_52_1614","c_1_52_1614","Acinar.2"
"c_1_52_886","c_1_52_886","Acinar.1"
"c_1_53_1133","c_1_53_1133","Ductal"
"c_1_53_2128","c_1_53_2128","Ductal"
"c_1_53_2559","c_1_53_2559","Acinar.1"
"c_1_53_679","c_1_53_679","Acinar.2"
"c_1_54_1713","c_1_54_1713","Acinar.1"
"c_1_54_380","c_1_54_380","Ductal"
"c_1_55_850","c_1_55_850","Acinar.1"
"c_1_56_1595","c_1_56_1595","Ductal"
"c_1_56_2584","c_1_56_2584","Acinar.1"
"c_1_57_276","c_1_57_276","Quiescent stellate"
"c_1_58_1690","c_1_58_1690","Acinar.2"
"c_1_58_1694","c_1_58_1694","Acinar.1"
"c_1_58_2077","c_1_58_2077","Acinar.2"
"c_1_58_2220","c_1_58_2220","Acinar.1"
"c_1_58_674","c_1_58_674","Acinar.1"
"c_1_59_194","c_1_59_194","Ductal"
"c_1_59_279","c_1_59_279","Beta cells"
"c_1_59_760","c_1_59_760","Acinar.1"
"c_1_60_574","c_1_60_574","Acinar.1"
"c_1_61_1109","c_1_61_1109","Acinar.1"
"c_1_61_2532","c_1_61_2532","Acinar.1"
"c_1_62_1931","c_1_62_1931","Ductal"
"c_1_63_439","c_1_63_439","Acinar.1"
"c_1_63_82","c_1_63_82","Ductal"
"c_1_64_1054","c_1_64_1054","Acinar.1"
"c_1_64_1517","c_1_64_1517","Acinar.1"
"c_1_64_2551","c_1_64_2551","Quiescent stellate"
"c_1_64_2754","c_1_64_2754","Ductal"
"c_1_64_795","c_1_64_795","Macrophage"
"c_1_65_1308","c_1_65_1308","Quiescent stellate"
"c_1_65_1628","c_1_65_1628","Ductal"
"c_1_65_2445","c_1_65_2445","Acinar.1"
"c_1_65_2801","c_1_65_2801","Acinar.1"
"c_1_65_361","c_1_65_361","Ductal"
"c_1_66_1872","c_1_66_1872","Ductal"
"c_1_66_2592","c_1_66_2592","Acinar.1"
"c_1_66_75","c_1_66_75","Ductal"
"c_1_66_88","c_1_66_88","Delta cells"
"c_1_67_1706","c_1_67_1706","Acinar.1"
"c_1_67_70","c_1_67_70","Acinar.1"
"c_1_67_756","c_1_67_756","Acinar.2"
"c_1_51_1154","c_1_51_1154","Ductal"
"c_1_51_1171","c_1_51_1171","Acinar.1"
"c_1_51_1578","c_1_51_1578","Acinar.1"
"c_1_52_1148","c_1_52_1148","Beta cells"
"c_1_52_1434","c_1_52_1434","Acinar.2"
"c_1_52_1774","c_1_52_1774","Acinar.1"
"c_1_52_37","c_1_52_37","Acinar.1"
"c_1_53_1731","c_1_53_1731","Quiescent stellate"
"c_1_53_2188","c_1_53_2188","Acinar.1"
"c_1_53_2743","c_1_53_2743","Acinar.1"
"c_1_53_654","c_1_53_654","Acinar.2"
"c_1_53_749","c_1_53_749","Acinar.1"
"c_1_53_890","c_1_53_890","Quiescent stellate"
"c_1_54_1036","c_1_54_1036","Acinar.1"
"c_1_54_1412","c_1_54_1412","Acinar.1"
"c_1_54_307","c_1_54_307","Beta cells"
"c_1_54_885","c_1_54_885","Acinar.1"
"c_1_55_1201","c_1_55_1201","Acinar.1"
"c_1_55_2393","c_1_55_2393","Acinar.1"
"c_1_55_2439","c_1_55_2439","Acinar.1"
"c_1_55_2906","c_1_55_2906","Acinar.1"
"c_1_55_60","c_1_55_60","Ductal"
"c_1_55_844","c_1_55_844","Acinar.1"
"c_1_56_2162","c_1_56_2162","Acinar.1"
"c_1_56_604","c_1_56_604","Quiescent stellate"
"c_1_57_1511","c_1_57_1511","Acinar.1"
"c_1_57_2356","c_1_57_2356","Quiescent stellate"
"c_1_57_498","c_1_57_498","Acinar.1"
"c_1_57_734","c_1_57_734","Acinar.1"
"c_1_58_1408","c_1_58_1408","Acinar.1"
"c_1_58_1436","c_1_58_1436","Acinar.2"
"c_1_58_1529","c_1_58_1529","Acinar.1"
"c_1_58_2258","c_1_58_2258","Acinar.1"
"c_1_58_2458","c_1_58_2458","Acinar.1"
"c_1_58_2521","c_1_58_2521","Ductal"
"c_1_58_695","c_1_58_695","Acinar.1"
"c_1_58_827","c_1_58_827","Acinar.2"
"c_1_58_974","c_1_58_974","Acinar.1"
"c_1_59_1856","c_1_59_1856","Acinar.1"
"c_1_59_217","c_1_59_217","Acinar.2"
"c_1_59_236","c_1_59_236","Acinar.1"
"c_1_59_755","c_1_59_755","Acinar.1"
"c_1_60_1418","c_1_60_1418","Acinar.1"
"c_1_60_1843","c_1_60_1843","Acinar.1"
"c_1_60_7","c_1_60_7","Acinar.1"
"c_1_61_1425","c_1_61_1425","Active stellate"
"c_1_61_691","c_1_61_691","Acinar.1"
"c_1_62_1883","c_1_62_1883","Acinar.1"
"c_1_62_2020","c_1_62_2020","Acinar.1"
"c_1_62_2041","c_1_62_2041","Acinar.1"
"c_1_62_2124","c_1_62_2124","Acinar.1"
"c_1_63_1769","c_1_63_1769","Acinar.1"
"c_1_63_188","c_1_63_188","Active stellate"
"c_1_63_2001","c_1_63_2001","Acinar.1"
"c_1_63_332","c_1_63_332","Acinar.1"
"c_1_64_1253","c_1_64_1253","Acinar.1"
"c_1_64_1993","c_1_64_1993","Macrophage"
"c_1_64_2807","c_1_64_2807","Ductal"
"c_1_64_393","c_1_64_393","Acinar.1"
"c_1_65_1827","c_1_65_1827","Acinar.1"
"c_1_65_2454","c_1_65_2454","Ductal"
"c_1_66_1727","c_1_66_1727","Acinar.1"
"c_1_66_1961","c_1_66_1961","Acinar.1"
"c_1_66_1999","c_1_66_1999","Acinar.1"
"c_1_66_2087","c_1_66_2087","Ductal"
"c_1_66_2181","c_1_66_2181","Acinar.1"
"c_1_66_2326","c_1_66_2326","Acinar.1"
"c_1_66_2573","c_1_66_2573","Ductal"
"c_1_66_660","c_1_66_660","Ductal"
"c_1_67_1545","c_1_67_1545","Acinar.1"
"c_1_67_908","c_1_67_908","Acinar.1"
"c_1_68_1837","c_1_68_1837","Acinar.1"
"c_1_68_2078","c_1_68_2078","Acinar.1"
"c_1_68_2607","c_1_68_2607","Acinar.1"
"c_1_68_275","c_1_68_275","Ductal"
"c_1_68_759","c_1_68_759","Quiescent stellate"
"c_1_68_786","c_1_68_786","Ductal"
"c_1_51_1040","c_1_51_1040","Acinar.2"
"c_1_51_669","c_1_51_669","Acinar.1"
"c_1_52_1161","c_1_52_1161","Beta cells"
"c_1_52_1208","c_1_52_1208","Acinar.1"
"c_1_52_1299","c_1_52_1299","Acinar.1"
"c_1_52_2015","c_1_52_2015","Ductal"
"c_1_52_2655","c_1_52_2655","Active stellate"
"c_1_53_1259","c_1_53_1259","Macrophage"
"c_1_53_206","c_1_53_206","Beta cells"
"c_1_53_2337","c_1_53_2337","Acinar.1"
"c_1_55_1358","c_1_55_1358","Acinar.1"
"c_1_56_1269","c_1_56_1269","Acinar.1"
"c_1_56_1743","c_1_56_1743","Acinar.1"
"c_1_56_175","c_1_56_175","Acinar.1"
"c_1_56_2272","c_1_56_2272","Quiescent stellate"
"c_1_56_2365","c_1_56_2365","Ductal"
"c_1_56_28","c_1_56_28","Acinar.1"
"c_1_56_86","c_1_56_86","Acinar.1"
"c_1_57_1950","c_1_57_1950","Ductal"
"c_1_57_2473","c_1_57_2473","Acinar.2"
"c_1_57_2686","c_1_57_2686","Acinar.1"
"c_1_57_4","c_1_57_4","Acinar.1"
"c_1_57_476","c_1_57_476","Acinar.1"
"c_1_58_1514","c_1_58_1514","Acinar.1"
"c_1_58_1920","c_1_58_1920","Acinar.1"
"c_1_58_655","c_1_58_655","Acinar.1"
"c_1_59_1717","c_1_59_1717","Acinar.1"
"c_1_59_2372","c_1_59_2372","Quiescent stellate"
"c_1_59_2611","c_1_59_2611","Acinar.2"
"c_1_59_708","c_1_59_708","Acinar.1"
"c_1_59_921","c_1_59_921","Acinar.1"
"c_1_59_983","c_1_59_983","Acinar.1"
"c_1_60_1006","c_1_60_1006","Macrophage"
"c_1_60_1038","c_1_60_1038","Acinar.1"
"c_1_60_659","c_1_60_659","Acinar.1"
"c_1_60_810","c_1_60_810","Acinar.1"
"c_1_61_1303","c_1_61_1303","Acinar.1"
"c_1_61_1848","c_1_61_1848","Acinar.1"
"c_1_61_2433","c_1_61_2433","Acinar.1"
"c_1_62_655","c_1_62_655","Beta cells"
"c_1_62_748","c_1_62_748","Beta cells"
"c_1_63_1795","c_1_63_1795","Acinar.1"
"c_1_63_2188","c_1_63_2188","Quiescent stellate"
"c_1_63_2410","c_1_63_2410","Acinar.1"
"c_1_63_951","c_1_63_951","Acinar.1"
"c_1_64_1131","c_1_64_1131","Ductal"
"c_1_64_1196","c_1_64_1196","Acinar.1"
"c_1_64_2047","c_1_64_2047","Acinar.1"
"c_1_64_2084","c_1_64_2084","Active stellate"
"c_1_64_2823","c_1_64_2823","Quiescent stellate"
"c_1_64_901","c_1_64_901","Acinar.1"
"c_1_65_1112","c_1_65_1112","Acinar.1"
"c_1_65_516","c_1_65_516","Acinar.1"
"c_1_66_1083","c_1_66_1083","Acinar.1"
"c_1_66_195","c_1_66_195","Acinar.1"
"c_1_66_209","c_1_66_209","Gamma cells"
"c_1_66_2407","c_1_66_2407","Ductal"
"c_1_66_366","c_1_66_366","Acinar.1"
"c_1_66_608","c_1_66_608","Acinar.1"
"c_1_66_898","c_1_66_898","Acinar.1"
"c_1_67_122","c_1_67_122","Acinar.1"
"c_1_67_2012","c_1_67_2012","Quiescent stellate"
"c_1_67_2115","c_1_67_2115","Acinar.1"
"c_1_67_283","c_1_67_283","Acinar.1"
"c_1_67_424","c_1_67_424","Acinar.1"
"c_1_67_680","c_1_67_680","Acinar.1"
"c_1_67_819","c_1_67_819","Ductal"
"c_1_67_987","c_1_67_987","Acinar.1"
"c_1_68_111","c_1_68_111","Acinar.1"
"c_1_68_2239","c_1_68_2239","Acinar.1"
"c_1_68_2430","c_1_68_2430","Acinar.1"
"c_1_68_685","c_1_68_685","Ductal"
"c_1_51_1582","c_1_51_1582","Acinar.1"
"c_1_51_2001","c_1_51_2001","Acinar.1"
"c_1_51_251","c_1_51_251","Ductal"
"c_1_52_1519","c_1_52_1519","Acinar.1"
"c_1_52_1990","c_1_52_1990","Acinar.1"
"c_1_52_393","c_1_52_393","Acinar.2"
"c_1_52_57","c_1_52_57","Quiescent stellate"
"c_1_52_617","c_1_52_617","Ductal"
"c_1_53_1531","c_1_53_1531","Acinar.1"
"c_1_53_1688","c_1_53_1688","Acinar.2"
"c_1_53_187","c_1_53_187","Ductal"
"c_1_53_2071","c_1_53_2071","Acinar.1"
"c_1_53_264","c_1_53_264","Acinar.1"
"c_1_54_1063","c_1_54_1063","Acinar.2"
"c_1_54_1431","c_1_54_1431","Ductal"
"c_1_54_1454","c_1_54_1454","Acinar.1"
"c_1_54_1945","c_1_54_1945","Active stellate"
"c_1_54_1993","c_1_54_1993","Acinar.1"
"c_1_54_2117","c_1_54_2117","Acinar.1"
"c_1_54_2131","c_1_54_2131","Acinar.1"
"c_1_54_398","c_1_54_398","Acinar.1"
"c_1_54_673","c_1_54_673","Acinar.1"
"c_1_54_780","c_1_54_780","Quiescent stellate"
"c_1_55_1517","c_1_55_1517","Acinar.1"
"c_1_55_1642","c_1_55_1642","Acinar.1"
"c_1_55_1761","c_1_55_1761","Acinar.1"
"c_1_55_1820","c_1_55_1820","Quiescent stellate"
"c_1_55_1849","c_1_55_1849","Ductal"
"c_1_55_2383","c_1_55_2383","Ductal"
"c_1_55_2486","c_1_55_2486","Acinar.1"
"c_1_55_2719","c_1_55_2719","Acinar.1"
"c_1_55_2955","c_1_55_2955","Acinar.1"
"c_1_55_843","c_1_55_843","Acinar.1"
"c_1_55_954","c_1_55_954","Acinar.1"
"c_1_56_1556","c_1_56_1556","Ductal"
"c_1_56_2572","c_1_56_2572","Acinar.1"
"c_1_56_51","c_1_56_51","Quiescent stellate"
"c_1_56_861","c_1_56_861","Acinar.1"
"c_1_57_2009","c_1_57_2009","Acinar.1"
"c_1_57_2386","c_1_57_2386","Acinar.1"
"c_1_57_2611","c_1_57_2611","Acinar.1"
"c_1_57_671","c_1_57_671","Acinar.1"
"c_1_58_1149","c_1_58_1149","Ductal"
"c_1_58_1976","c_1_58_1976","Acinar.1"
"c_1_58_2735","c_1_58_2735","Acinar.1"
